SizeRank,SizeRank,DisplayName,PrimaryPayerId,Other Names,Aliases IDs,OperatingStates,Programs,WebsiteUrl,Credentialing,Credentialing,Eligibility Checks,Patient Cost Estimates,Patient Cost Estimates,Submit Claims,Receive ERAs,Enroll to receive ERAs,ERA enrollment type,ERA enrollment timeline,CoverageTypes
705,705,Centivo,45564,Apostrophe Health,1051|14522|45564|8148|CENTV,NY,COMMERCIAL,https://centivo.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
2120,2120,"Millette Administrators, Inc.",MAI58,,MAI58,,,https://milletteadministrators.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
2221,2221,MPower Bundle,STXB99,Mpower Bundle,STXB99,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1650,1650,Shasta Administrative Services,75280,,2966|3847|75280,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
882,882,LaSalle Medical Associates,LSMA2,Altura MSO|LaSalle Medical Group,6115|LSMA2|NMM02,CA,COMMERCIAL,https://www.lasallemedicalassociates.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
3289,3289,Benefit Plan Administrators - ClaimsBridge,IHS19,,1416|8065|IHS19,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1845,1845,Midwest Insurance,10895,,10895,TX,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2713,2713,Paul Mueller,20907,,20907,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
3334,3334,Tru Community Care,TRUCO,,TRUCO,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3296,3296,Evolent Specialty - Urology,NCHUR,,8771|NCH03|NCHUR,,,https://www.evolent.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
3061,3061,National Elevator Industry Benefit Plans,CX045,NEIB|National Elevator Industry Benefit Plan,1173|CX045,,COMMERCIAL,https://www.neibenefits.org,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,dental
584,584,Dean Health Plan,41822,Medica|Medica - Dean Health Plan|Prevea360|WellFirst,1870|3921|41822,WI,COMMERCIAL|MEDICARE,https://deancare.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
1675,1675,Providence Preferred PPO,PHP00,,1915|2403|PHP00|SX187,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1925,1925,Solstice,76578,Claims Management Systems|Solstice Administrators|Solstice Benefits|Solstice DHMO|Solstice Health Insurance Company|Solstice Healthplans,76578|9250,,COMMERCIAL,https://www.solsticebenefits.com,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
1548,1548,University of California Davis Health System,UCDMG,UC Davis Health System,6877|7647|UCDMG,CA,,https://health.ucdavis.edu,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
2451,2451,Munford Incorporated,J1088,,J1088,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2941,2941,Plan de Salud Menonita GHP (Vital),660636242PSG,Plan De Salud Menonita|Plan de Salud Menonita Government Health Plan (Vital),10958|3058|66063|660636242PSG|8448,PR,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1722,1722,Ramsey County Minnesota,J1663,,J1663,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
989,989,Homelink,30750,VGM HomeLink,30750|50701|6767|9715|ZLTCJ,,,https://www.vgmhomelink.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1287,1287,Alliant Health Plans,58234,"Alliant Health Plans of Georgia|Alliant Health Plans, Inc.",11109|2589|3793|58234|58234MA|ALLIHP,GA,,https://alliantplans.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
3283,3283,Allianz Global Assistance,50749,Allianz Partners|Allianz Travel Insurance,50749,,,https://www.allianztravelinsurance.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
910,910,Mass Advantage,86220,,14432|86220,MA,MEDICARE,https://massadvantage.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
508,508,Medicaid Utah,10648,Utah Department of Health and Human Services|Utah Medicaid,10648|12K42|1486|CKUT1|SKUT0|SKUT2|TNJBD|UDOH0|UTCAID|UTMCD,UT,MEDICAID,https://medicaid.utah.gov,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
2342,2342,Danaher Corporation,J1051,,J1051,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2222,2222,NovaPro Risk Solutions,J1056,Nova Pro Risk Solutions,J1056,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3213,3213,Ameritas Life Insurance Corporation,47009,,00425|47009|9402,,,https://www.ameritas.com,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,dental
223,223,One Health Plan of Georgia,95569,Cigna|One Health Plan Georgia,95569,GA,,https://www.cigna.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
3354,3354,Guarantee Trust Life,7517,,36117|7517|9180|ZP4023,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,
2609,2609,Primary Care Coalition,PCCMC,,9198|PCCMC,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
483,483,Medicaid Alabama,SKAL0,Alabama Medicaid Agency,100005|10007|12K01|4479|5560|5587|75254|ALMCD|CKAL1|MCDAL|SKAL0,AL,MEDICAID,https://medicaid.alabama.gov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical|vision
1370,1370,Basil Castrovinci Associates,84041,,1207|84041,NJ,COMMERCIAL,https://www.fundactuary.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,dental|medical
1720,1720,Quad City Community Healthcare (QCCH),40437,Quad City Community Healthcare,40437|7158,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
981,981,Care N' Care,66010,Care N Care|Care N’ Care Insurance Company,14335|2013|66010|66010MA|8146|CAREN,TX,,https://cnchealthplan.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1004,1004,Country Casualty Insurance Company,J1684,,J1684,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
767,767,AvMed,59274,"AvMed, Inc.",00293|10024|1573|3802|59274|592742907|59275|AVMED,FL,,https://www.avmed.org,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical|vision
864,864,Northern Illinois Health Plan,36347,NIHP,00192|2291|36347,IL,COMMERCIAL,https://www.nihp.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
2595,2595,MediChoice Independent Practice Association,AMM11,,7726|AMM11,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
261,261,Kaiser Foundation Health Plan Mid-Atlantic,KSRA,Kaiser Foundation Health Plan of the Mid-Atlantic States,100181|10113|52095|52095MA|KSFMA|KSRA|NG008|RH010,MD|VA|DC,COMMERCIAL,https://kaiserpermanente.org,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical|vision
3090,3090,Delta Dental of Virginia,CDVA1,,10736|54084|CDVA1,VA,,https://deltadentalva.com,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,ONE_CLICK,OVER_4_WEEKS,dental
526,526,Meritain Health,41124,Corporate Benefit Services of America (CBSA)|Meritain Health Minneapolis|Weyco,10463|10635|1708|38232|41124|4561|64157|64158|8402|JGCQW|LENLW|MERITAINHEALTH|MERITN|MTAIN,,COMMERCIAL,https://www.meritain.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
946,946,Prime Healthcare,J1673,,J1673,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
650,650,Health Plans Incorporated,44273,"HPI|Harvard Pilgrim|Health Plans, Inc.",00412|10802|1889|1909|44273|HLPLNS|SEZHV,,,https://hpitpa.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical|vision
2458,2458,Nonprofit Insurance Trust,J1845,,J1845,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1718,1718,Preferred HealthCare (PHC),33898,Preferred Health Care (PHC),33898|5253,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1351,1351,Crum and Forster,31348,C&F|Crum & Forster Indemnity Company|Crum and Forster Indemnity Company|North River Insurance Company|United States Fire Insurance Company,00418|14314|14327|31348,,,https://www.cfins.com,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical|vision
987,987,IPMG Claims Management,J1887,,J1887,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1337,1337,MedBen,74323,Medical Benefits Mutual Life Insurance Company,10681|1728|74323|8513|MDBEN,,,https://www.medben.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
2442,2442,Millard Refrigerated,J1482,,J1482,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3112,3112,AdventHealth Rocky Mountain,RMR01,AdventHealth Rocky Mountain Foundation,RMR01,CO,,https://www.adventhealth.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3235,3235,Insurance Administrative Solutions,ZP1071,IAS|Insurance Administrative Services,ZP1071,,COMMERCIAL,https://www.iasadmin.com,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,
1723,1723,Risk Administration Services,J1828,,J1828,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
3642,3642,Silver Eel Tech,SETMBR,,SETMBR,,,https://silvereeltech.com,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
326,326,Horizon Blue Cross and Blue Shield of New Jersey,22099,BCBS New Jersey|Horizon BCBSNJ|Horizon Blue Cross Blue Shield New Jersey|Horizon Blue Cross Blue Shield of New Jersey|Horizon Blue Cross and Blue Shield of New Jersey - Medicare Advantage,100046|10041|22099|2414|BCNJC|CEHPA|NJBCBS,DE|FL|NJ|NY|PA|SC,COMMERCIAL|MEDICARE,https://www.horizonblue.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
2924,2924,Providence Health Assurance Medicare Supplement,77500,Providence Health Plan,16744|5029|77500|8877|PHAMCR,,MEDICARE,https://www.providencehealthplan.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
529,529,Medical Mutual,29076,Consumer's Life|Medical Mutual of Ohio,10126|10911|14458|29076|31117|4423|9753|CB833|MMPHX|MMUTOH|SX057|SX057MA|TLU03|TNXLZ|TSTMED,OH|WI,,https://www.medmutual.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,dental|medical|vision
1756,1756,TouchPoint Solutions TouchPoint Customer Relationship Management,TPS01,Touchpoint Solutions Touchpoint CRM,TPS01,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
648,648,Johns Hopkins Health Plans,52189,Johns Hopkins Employee Health Plan|Johns Hopkins Employer Health Programs (EHP)|Johns Hopkins HealthCare LLC|Johns Hopkins Priority Partners|Priority Partners,11132|1592|52189|52189A|5432|JHHP|JHOHP,MD,,https://www.hopkinsmedicine.org,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
1709,1709,Mental Health Consultants,37050,MHC,37050|7878,,,https://www.mhconsultants.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2432,2432,Major League Baseball 8,J1082,,J1082,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2612,2612,Puget Sound Health Partners,42172,Soundpath Health,42172,,,,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,medical
350,350,Medicare Connecticut Part B,13102,Connecticut Medicare|National Government Services (NGS) - Connecticut,13102|1452|CTMCR|JSMCT0|SMCT0,CT,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
607,607,Horizon New Jersey Health,22326,Horizon NJ Health|Mercy Health Plan of New Jersey,10337|1709|22326|6534|HZMRCY,NJ,,https://www.horizonnjhealth.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
79,79,Preferred Care Network,78857,"Medica Health Care Plan|Medica Healthcare Plan Florida|Preferred Care Network Health|UnitedHealthcare Insurance Company|UnitedHealthcare Services, Inc.",4243|78857,FL,MEDICARE,https://www.pcnhealth.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
1227,1227,APWUHP,APWU,APWU Health Plan|American Postal Workers Union|American Postal Workers Union Health Plan,00245|10016|44444|44445|4503|6436|AMPWS|AMPWU|APWU,,,https://www.apwuhp.com,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
1417,1417,University Medical Center Health Plan (Lubbock),75130,UMC Health Plan|UMC Health Plan (Lubbock),1670|5711|75130,TX,COMMERCIAL,https://www.umchealthsystem.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1061,1061,Innovative Claim Solutions (ICS) San Ramon,J1601,,J1601,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1448,1448,Simplified Benefits Administrators,89789,UC Health Plan Administrators|UCHealth Plan Administrators|University of Colorado Health Plan Administrators,3083|8711|89789,,COMMERCIAL,https://simplifiedbenefitsadministrators.org,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
2172,2172,Sieba,3699,,03699|7173|SDS 03699,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
2201,2201,FAMSA Incorporated,J1807,Famsa Incorporated,J1807,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
237,237,Luminare Health Detroit,38225,CoreSource Detroit|Coresource Detroit|Luminare Health Detroit|Trustmark Health Benefits,1773|38225|8522,,COMMERCIAL,https://www.luminarehealth.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
1531,1531,Hartford Fire Insurance Company,C1040,Hartford Insurance Company Illinois|Hartford Insurance Company of the Southeast|Pacific Insurance Company Ltd|Sentinel Insurance Company Ltd|The Hartford|Trumball Insurance Company|Twin Cities Fire Insurance Company,C1040,,,https://www.thehartford.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1274,1274,Community Care Family Care Partnership or PACE,39126,,2232|39126|3938,WI,MEDICARE|MEDICAID,https://www.communitycareinc.org,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2886,2886,PROSSAM,66019,Plan Maestro de Beneficios de Salud de la Asociación de Maestros de Puerto Rico,66019|660194027|6669|6773,PR,MEDICARE,https://tuplanmaestro.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
3140,3140,South Dakota All Women Count,SDAWC,State of South Dakota DOH/AWC!,1823|3601|SDAWC,SD,,https://www.getscreenedsd.org,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
201,201,Trillium Staffing Solutions,J1674,,J1674,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2815,2815,Delta Dental New York,11198,Delta Dental of Delaware - Only ERA|Delta Dental of District of Columbia (D.C.) - Only ERA|Delta Dental of Puerto Rico - Only ERA|Delta Dental of West Virginia - Only ERA,10729|10737|11198,NY,,https://www1.deltadentalins.com,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,ONE_CLICK,OVER_4_WEEKS,dental
1418,1418,Western & Southern Financial Group,31048,Western & Southern Health Plan|Western Southern Financial Group,31048|3979|5415,,COMMERCIAL,https://www.westernsouthern.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
3539,3539,11 Med Funding,83729,11Med Funding,83729,,,https://11med.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,
2436,2436,Maxim Crane Works,J1083,,J1083,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2152,2152,Community Eye Care,CECVP,,CECVP,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical|vision
3570,3570,Bankers Fidelity Assurance Company,71919,,71919,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,
3285,3285,Ameritas Dental First Reliance Standard Life,AMTAS00428,,10233|10234|AMTAS00428,,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,dental
1207,1207,Everence Financial,35605,,10772|35605|3651|5131|EV483|EVERC|LBRVE|ZP7356,,COMMERCIAL,https://www.everence.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical|vision
1149,1149,North Carolina Medicaid,NCMCD,Medicaid North Carolina|NC Medicaid|NCDHHS,10156|12K23|1561250855|377|CKNC1|DNC00|NCMCD|NCTRACKS|SKNC0,NC,MEDICAID,https://medicaid.ncdhhs.gov,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical|vision
2216,2216,Long's Drugs,J1464,Longs Drugs,J1464,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2364,2364,Factory 2 U,J1019,,J1019,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1586,1586,Buffets Incorporated Country Buffet,J1501,Buffets Incorporated Fire Mountain|Buffets Incorporated Granny's Buffet|Buffets Incorporated Hometown Buffet|Buffets Incorporated Old Country Buffet|Buffets Incorporated Ryan's,J1501,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
349,349,Medicare Arizona Part B,3102,Arizona Medicare|Noridian (NHS) - Arizona,03102|1456|AZMCR|IMAZ0|SMAZ0,AZ,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,DAYS,dental|medical
3375,3375,Scion Dental Commercial (SKYGEN),SDCOM,Scion Dental (Commercial),SDCOM,,,https://pwp.sciondental.com,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,dental
161,161,InterCommunity Health Network CCO,INCHN,Samaritan Health Plans|Samaritan Health Services,INCHN|INTHP,OR,MEDICAID,https://ihntogether.org,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical|vision
556,556,BlueCross BlueShield of South Carolina,401,Blue Cross Blue Shield South Carolina|Blue Cross Blue Shield of South Carolina|BlueCross BlueShield State Employees Health Plan|BlueCross BlueShield of South Carolina - Medicare Advantage|Medicare Preferred Provider Organizations (PPO),00401|100054|10047|12B55|1559|2410|315|38520|401|570287419|886|BCSCC|BCSSC|C63|SB880|SB880MA|SC315|SC400|SC886|SCBCBS|SCBLS|Z1036,SC,,https://www.southcarolinablues.com,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,dental|medical|vision
234,234,Humana Healthy Horizons in Ohio,61103,Humana - Healthy Horizons (Ohio Medicaid)|Humana Ohio Medicaid Vision|Medicaid Ohio - Humana DentaQuest|Medicaid Ohio - Humana EyeMed,14384|61103|6110V|7073|9463|D021919|HUMOM|SKOH13|SKOH9|V021919,OH,MEDICAID,https://provider.humana.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical|vision
2910,2910,Verda Health Plan of Texas,VERTX,Verda HealthCare Texas|Verda Healthcare,1850|3687|VERTX,TX,MEDICARE,https://verdahptx.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
3111,3111,Administrative Services Only,CX076,Metrodent|Self-Insured Dental Services,ASO|CX076,,,https://www.asonet.com,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,dental|medical
3162,3162,Flex Compensation,R7004,,10799|46483|R7004,MN,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,dental
2368,2368,Farmers Exact Property and Casualty Company,J1703,,J1703,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3137,3137,Mirra Health Care,611850001,Mirra TPA,611850001,,COMMERCIAL,https://mirrahealthcare.com,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,medical
2576,2576,American National Property and Casualty Company,43101,ANPAC,43101,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
3168,3168,Medicare Advantage Pennsylvania,11000,,11000|BCHSC|Z96299,PA,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,medical
2731,2731,Supreme Court of California,J1804,,J1804,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
2013,2013,Lutheran Advanced PPO,89643,LutheranAdvanced PPO,89643,IN,COMMERCIAL,https://www.lutheranhealth.net,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
2119,2119,Millette Administrators Inc. (Michigan),MAI60,,MAI60,,,https://milletteadministrators.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
2846,2846,BlueCross BlueShield of South Carolina Medicare Blue,00C63,BlueCross BlueShield of South Carolina Medicare Advantage,00C63|2857|7997|SB894,SC,MEDICARE,https://www.southcarolinablues.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,dental|medical|vision
2511,2511,San Francisco Municipal Transportation Agency,J1886,,J1886,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
961,961,Jordan Valley Senior Care,98471,Jordan Valley Senior Care Program of All-Inclusive Care for the Elderly (PACE),98471,MO,MEDICARE|MEDICAID,https://www.jordanvalley.org,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,dental|medical
2934,2934,HealthPartners,44547,,44547,IL|IA|MD|MN|MO|NJ|ND|SD|WI|DC,,https://www.healthpartners.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2012,2012,Integrated Health Partners (IHP),MPM26,MedPOINT Management,1107|9519|MPM26,,COMMERCIAL,https://www.medpointmanagement.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
1352,1352,Culinary Health Fund,59140,Health Plan Services|The Mutual Group,2953|59140|8431,NV,,https://www.culinaryhealthfund.org,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
644,644,Community Health Options,45341,Maine Community Health Options,11122|45341|6827|7608|MECOH|MNCHO,ME,COMMERCIAL,https://www.healthoptions.org,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
2017,2017,Accountable Health Care IPA,AHIPA,Accountable IPA|Astrana Health,2596|7273|AHIPA,,COMMERCIAL,https://accountablehealthcareipa.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1894,1894,Chinese Community Health Plan,94302,CCHP|CCHP Health Plan,3473|5683|94302,CA,MEDICARE|MEDICAID,https://cchphealthplan.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
591,591,HealthEZ,41178,America's PPO|America's TPA,10656|2143|41178|4905|54206|HLTEZ,,,https://healthez.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
843,843,Point C,88058,Med Pay|Med-Pay,00431|10682|7107|7480|88058,MO,COMMERCIAL,https://www.pointchealth.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
685,685,SummaCare Health Plan,95202,,10294|1755|589|95202|95202MA|SUMCHP,OH,COMMERCIAL|MEDICARE,https://www.summacare.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,dental|medical
